Indent number,x-coord,y-coord,Load,Hardness
1074,8760,3460,300,169
1075,8760,3720,300,172
1076,8760,3990,300,164
1077,8760,4250,300,163
1078,8760,4520,300,163
1079,8760,4790,300,169
1080,8760,5050,300,171
1081,8760,5320,300,172
1082,8760,5580,300,169
1083,8760,5850,300,166
1084,8760,6110,300,165
1085,8760,6380,300,166
1086,8760,6640,300,164
1087,8760,6910,300,163
1088,8760,7170,300,172
1089,8760,7440,300,166
1090,8760,7710,300,169
1091,8760,7970,300,170
1092,8760,8240,300,163
1093,9030,-2120,300,185
1094,9030,-1850,300,192
1095,9030,-1590,300,172
1096,9030,-1320,300,175
1097,9030,-1060,300,175
1098,9030,-790,300,159
1099,9030,-520,300,182
1100,9030,-260,300,163
1101,9030,10,300,168
1102,9030,270,300,155
1103,9030,540,300,165
1104,9030,800,300,160
1105,9030,1070,300,161
1106,9030,1330,300,158
1107,9030,1600,300,152
1108,9030,1870,300,159
1109,9030,2130,300,167
1110,9030,2400,300,174
1111,9030,2660,300,172
1112,9030,2930,300,168
1113,9030,3190,300,171
1114,9030,3460,300,172
1115,9030,3720,300,169
1116,9030,3990,300,173
1117,9030,4250,300,167
1118,9030,4520,300,169
1119,9030,4790,300,169
1120,9030,5050,300,163
1121,9030,5320,300,171
1122,9030,5580,300,163
1123,9030,5850,300,169
1124,9030,6110,300,171
1125,9030,6380,300,168
1126,9030,6640,300,169
1127,9030,6910,300,168
1128,9030,7170,300,173
1129,9030,7440,300,166
1130,9030,7710,300,168
1131,9030,7970,300,164
1132,9030,8240,300,163
1133,9290,-2120,300,167
1134,9290,-1850,300,179
1135,9290,-1590,300,184
1136,9290,-1320,300,162
1137,9290,-1050,300,165
1138,9290,-790,300,175
1139,9290,-520,300,171
1140,9290,-260,300,179
1141,9290,10,300,177
1142,9290,270,300,165
1143,9290,540,300,169
1144,9290,800,300,155
1145,9290,1070,300,164
1146,9290,1330,300,165
1147,9290,1600,300,161
1148,9290,1870,300,148
1149,9290,2130,300,159
1150,9290,2400,300,162
1151,9290,2660,300,175
1152,9290,2930,300,173
1153,9290,3190,300,169
1154,9290,3460,300,175
1155,9290,3720,300,173
1156,9290,3990,300,169
1157,9290,4260,300,169
1158,9290,4520,300,166
1159,9290,4790,300,166
1160,9290,5050,300,170
1161,9290,5320,300,164
1162,9290,5580,300,163
1163,9290,5850,300,162
1164,9290,6110,300,170
1165,9290,6380,300,170
1166,9290,6640,300,173
1167,9290,6910,300,166
1168,9290,7170,300,169
1169,9290,7440,300,167
1170,9290,7710,300,170
1171,9290,7970,300,171
1172,9290,8240,300,170
1173,9560,-2380,300,178
1174,9560,-2120,300,179
1175,9560,-1850,300,173
1176,9560,-1580,300,176
1177,9560,-1320,300,189
1178,9560,-1050,300,160
1179,9560,-790,300,179
1180,9560,-520,300,174
1181,9560,-260,300,168
1182,9560,10,300,158
1183,9560,270,300,169
1184,9560,540,300,182
1185,9560,800,300,157
1186,9560,1070,300,172
1187,9560,1330,300,162
1188,9560,1600,300,159
1189,9560,1870,300,164
1190,9560,2130,300,154
1191,9560,2400,300,151
1192,9560,2660,300,164
1193,9560,2930,300,166
1194,9560,3190,300,174
1195,9560,3460,300,171
1196,9560,3720,300,166
1197,9560,3990,300,175
1198,9560,4260,300,172
1199,9560,4520,300,168
1200,9560,4790,300,161
1201,9560,5050,300,168
1202,9560,5320,300,163
1203,9560,5580,300,167
1204,9560,5850,300,165
1205,9560,6110,300,168
1206,9560,6380,300,169
1207,9560,6640,300,177
1208,9560,6910,300,170
1209,9560,7180,300,174
1210,9560,7440,300,167
1211,9560,7710,300,166
1212,9560,7970,300,169
1213,9560,8240,300,170
1214,9820,-2380,300,161
1215,9820,-2120,300,189
1216,9820,-1850,300,178
1217,9820,-1590,300,178
1218,9820,-1320,300,168
1219,9820,-1060,300,158
1220,9820,-790,300,157
1221,9820,-520,300,163
1222,9820,-260,300,161
1223,9820,10,300,176
1224,9820,270,300,154
1225,9820,540,300,151
1226,9820,800,300,164
1227,9820,1070,300,171
1228,9820,1330,300,163
1229,9820,1600,300,158
1230,9820,1870,300,159
1231,9820,2130,300,153
1232,9820,2400,300,157
1233,9820,2660,300,153
1234,9820,2930,300,155
1235,9820,3190,300,161
1236,9820,3460,300,167
1237,9820,3720,300,165
1238,9820,3990,300,169
1239,9820,4250,300,174
1240,9820,4520,300,175
1241,9820,4790,300,163
1242,9820,5050,300,163
1243,9820,5320,300,166
1244,9820,5580,300,167
1245,9820,5850,300,171
1246,9820,6110,300,170
1247,9820,6380,300,168
1248,9820,6640,300,168
1249,9820,6910,300,164
1250,9820,7170,300,175
1251,9820,7440,300,170
1252,9820,7710,300,168
1253,9820,7970,300,167
1254,9820,8240,300,172
1255,10090,-2380,300,165
1256,10090,-2120,300,180
1257,10090,-1850,300,188
1258,10090,-1590,300,165
1259,10090,-1320,300,186
1260,10090,-1050,300,194
1261,10090,-790,300,176
1262,10090,-520,300,186
1263,10090,-260,300,180
1264,10090,10,300,174
1265,10090,270,300,164
1266,10090,540,300,152
1267,10090,810,300,161
1268,10090,1070,300,161
1269,10090,1330,300,156
1270,10090,1600,300,160
1271,10090,1870,300,156
1272,10090,2130,300,152
1273,10090,2400,300,153
1274,10090,2660,300,154
1275,10090,2930,300,162
1276,10090,3190,300,150
1277,10090,3460,300,150
1278,10090,3720,300,169
1279,10090,3990,300,161
1280,10090,4260,300,173
1281,10090,4520,300,171
1282,10090,4790,300,164
1283,10090,5050,300,169
1284,10090,5320,300,168
1285,10090,5580,300,169
1286,10090,5850,300,169
1287,10090,6110,300,167
1288,10090,6380,300,170
1289,10090,6640,300,171
1290,10090,6910,300,197
1291,10090,7180,300,174
1292,10090,7440,300,169
1293,10090,7710,300,171
1294,10090,7970,300,172
1295,10090,8240,300,169
1296,10350,-2380,300,167
1297,10350,-2120,300,171
1298,10350,-1850,300,174
1299,10350,-1590,300,173
1300,10350,-1050,300,158
1301,10350,-790,300,155
1302,10350,-520,300,171
1303,10350,-260,300,163
1304,10350,270,300,160
1305,10350,540,300,160
1306,10350,800,300,160
1307,10350,1070,300,157
1308,10350,1340,300,170
1309,10350,1600,300,163
1310,10350,1870,300,155
1311,10350,2130,300,166
1312,10350,2400,300,157
1313,10350,2660,300,157
1314,10350,2930,300,164
1315,10350,3190,300,156
1316,10350,3460,300,152
1317,10350,3720,300,155
1318,10350,4260,300,164
1319,10350,4520,300,164
1320,10350,4790,300,165
1321,10350,5050,300,169
1322,10350,5320,300,168
1323,10350,5580,300,169
1324,10350,5850,300,167
1325,10350,6110,300,169
1326,10350,6380,300,171
1327,10350,6640,300,166
1328,10350,6910,300,166
1329,10350,7180,300,170
1330,10350,7440,300,164
1331,10350,7710,300,170
1332,10350,7970,300,169
1333,10350,8240,300,171
1334,10360,-1320,300,198
1335,10360,10,300,158
1336,10360,3990,300,154
1337,10620,-2650,300,179
1338,10620,-2380,300,160
1339,10620,-2120,300,192
1340,10620,-1850,300,179
1341,10620,-1590,300,178
1342,10620,-1320,300,160
1343,10620,-1050,300,168
1344,10620,-790,300,161
1345,10620,-520,300,173
1346,10620,-260,300,173
1347,10620,10,300,169
1348,10620,270,300,166
1349,10620,540,300,154
1350,10620,800,300,155
1351,10620,1070,300,156
1352,10620,1340,300,160
1353,10620,1600,300,169
1354,10620,1870,300,152
1355,10620,2130,300,158
1356,10620,2400,300,159
1357,10620,2660,300,160
1358,10620,2930,300,166
1359,10620,3190,300,156
1360,10620,3460,300,161
1361,10620,3720,300,161
1362,10620,3990,300,155
1363,10620,4260,300,155
1364,10620,4520,300,146
1365,10620,4780,300,148
1366,10620,5050,300,159
1367,10620,5320,300,167
1368,10620,5580,300,167
1369,10620,5850,300,169
1370,10620,6110,300,166
1371,10620,6380,300,168
1372,10620,6640,300,168
1373,10620,6910,300,169
1374,10620,7180,300,169
1375,10620,7440,300,168
1376,10620,7710,300,168
1377,10620,7970,300,169
1378,10620,8240,300,176
1379,10620,8500,300,164
1380,10880,-2380,300,179
1381,10880,-1320,300,165
1382,10880,-790,300,156
1383,10880,-520,300,164
1384,10880,800,300,163
1385,10880,1330,300,154
1386,10880,4260,300,156
1387,10880,4790,300,148
1388,10880,5320,300,165
1389,10880,5580,300,162
1390,10880,6640,300,173
1391,10880,6910,300,170
1392,10880,7180,300,170
1393,10890,-2650,300,175
1394,10890,-2120,300,167
1395,10890,-1850,300,167
1396,10890,-1580,300,176
1397,10890,-1050,300,184
1398,10890,-260,300,197
1399,10890,10,300,175
1400,10890,270,300,160
1401,10890,540,300,162
1402,10890,1070,300,157
1403,10890,1600,300,146
1404,10890,1870,300,160
1405,10890,2130,300,155
1406,10890,2400,300,162
1407,10890,2660,300,166
1408,10890,2930,300,152
1409,10890,3190,300,154
1410,10890,3460,300,163
1411,10890,3720,300,164
1412,10890,3990,300,163
1413,10890,4520,300,154
1414,10890,5050,300,154
1415,10890,5850,300,168
1416,10890,6110,300,163
1417,10890,6380,300,165
1418,10890,7440,300,173
1419,10890,7710,300,171
1420,10890,7970,300,167
1421,10890,8240,300,171
1422,10890,8500,300,169
1423,11150,-2650,300,166
1424,11150,-2380,300,207
1425,11150,-2120,300,176
1426,11150,-1850,300,165
1427,11150,-1590,300,208
1428,11150,-1320,300,196
1429,11150,-1050,300,185
1430,11150,-790,300,193
1431,11150,-520,300,181
1432,11150,-260,300,166
1433,11150,10,300,166
1434,11150,270,300,172
1435,11150,540,300,172
1436,11150,810,300,176
1437,11150,1070,300,150
1438,11150,1340,300,152
1439,11150,1600,300,153
1440,11150,1870,300,156
1441,11150,2130,300,158
1442,11150,2400,300,163
1443,11150,2660,300,152
1444,11150,2930,300,150
1445,11150,3190,300,156
1446,11150,3460,300,156
1447,11150,3720,300,162
1448,11150,3990,300,156
1449,11150,4260,300,155
1450,11150,4520,300,151
1451,11150,4790,300,151
1452,11150,5050,300,158
1453,11150,5320,300,151
1454,11150,5580,300,170
1455,11150,5850,300,168
1456,11150,6110,300,166
1457,11150,6380,300,164
1458,11150,6640,300,169
1459,11150,6910,300,162
1460,11150,7180,300,163
1461,11150,7440,300,158
1462,11150,7710,300,160
1463,11150,7970,300,167
1464,11150,8240,300,167
1465,11150,8500,300,159
1466,11420,-2650,300,164
1467,11420,-2380,300,159
1468,11420,-2110,300,163
1469,11420,-1850,300,172
1470,11420,-1580,300,165
1471,11420,-1320,300,170
1472,11420,-1050,300,176
1473,11420,-790,300,156
1474,11420,-520,300,159
1475,11420,-260,300,160
1476,11420,10,300,168
1477,11420,270,300,164
1478,11420,540,300,164
1479,11420,800,300,176
1480,11420,1070,300,162
1481,11420,1340,300,163
1482,11420,1600,300,158
1483,11420,1870,300,157
1484,11420,2130,300,156
1485,11420,2400,300,168
1486,11420,2660,300,154
1487,11420,2930,300,151
1488,11420,3200,300,150
1489,11420,3460,300,156
1490,11420,3720,300,157
1491,11420,3990,300,155
1492,11420,4260,300,151
1493,11420,4520,300,153
1494,11420,4790,300,152
1495,11420,5050,300,156
1496,11420,5320,300,154
1497,11420,5580,300,154
1498,11420,5850,300,181
1499,11420,6110,300,164
1500,11420,6380,300,163
1501,11420,6640,300,178
1502,11420,6910,300,171
1503,11420,7170,300,164
1504,11420,7440,300,170
1505,11420,7710,300,119
1506,11420,7970,300,166
1507,11420,8240,300,170
1508,11420,8500,300,171
1509,11420,8770,300,166
1510,11680,-2650,300,163
1511,11680,-2380,300,174
1512,11680,-2120,300,166
1513,11680,-1850,300,182
1514,11680,-1590,300,175
1515,11680,-1320,300,166
1516,11680,-1050,300,188
1517,11680,-790,300,180
1518,11680,-520,300,184
1519,11680,-260,300,177
1520,11680,10,300,171
1521,11680,270,300,168
1522,11680,540,300,164
1523,11680,800,300,163
1524,11680,1070,300,154
1525,11680,1340,300,163
1526,11680,1600,300,158
1527,11680,1870,300,159
1528,11680,2130,300,163
1529,11680,2400,300,163
1530,11680,2660,300,153
1531,11680,2930,300,151
1532,11680,3190,300,153
1533,11680,3460,300,155
1534,11680,3720,300,160
1535,11680,3990,300,156
1536,11680,4260,300,156
1537,11680,4520,300,153
1538,11680,4790,300,155
1539,11680,5050,300,151
1540,11680,5320,300,158
1541,11680,5580,300,165
1542,11680,5850,300,162
1543,11680,6110,300,170
1544,11680,6380,300,164
1545,11680,6640,300,165
1546,11680,6910,300,171
1547,11680,7180,300,169
1548,11680,7440,300,170
1549,11680,7710,300,172
1550,11680,7970,300,158
1551,11680,8240,300,163
1552,11680,8500,300,158
1553,11680,8770,300,164
1554,11950,-2910,300,185
1555,11950,-2650,300,175
1556,11950,-2380,300,172
1557,11950,-2120,300,177
1558,11950,-1850,300,173
1559,11950,-1580,300,180
1560,11950,-1320,300,191
1561,11950,-1050,300,177
1562,11950,-790,300,163
1563,11950,-520,300,199
1564,11950,-260,300,193
1565,11950,10,300,159
1566,11950,270,300,174
1567,11950,540,300,167
1568,11950,800,300,162
1569,11950,1070,300,156
1570,11950,1340,300,162
1571,11950,1600,300,150
1572,11950,1870,300,161
1573,11950,2130,300,162
1574,11950,2400,300,160
1575,11950,2660,300,153
1576,11950,2930,300,159
1577,11950,3190,300,150
1578,11950,3460,300,158
1579,11950,3730,300,153
1580,11950,3990,300,157
1581,11950,4260,300,153
1582,11950,4520,300,156
1583,11950,4790,300,155
1584,11950,5050,300,154
1585,11950,5320,300,154
1586,11950,5580,300,162
1587,11950,5850,300,157
1588,11950,6110,300,150
1589,11950,6380,300,175
1590,11950,6640,300,163
1591,11950,6910,300,163
1592,11950,7180,300,162
1593,11950,7440,300,161
1594,11950,7710,300,163
1595,11950,7970,300,162
1596,11950,8240,300,154
1597,11950,8500,300,164
1598,11950,8770,300,162
1599,11950,9030,300,164
1600,12210,-2910,300,177
1601,12210,-2650,300,185
1602,12210,-2380,300,195
1603,12210,-2110,300,180
1604,12210,-1850,300,192
1605,12210,-1580,300,196
1606,12210,-1320,300,197
1607,12210,-1050,300,191
1608,12210,-790,300,181
1609,12210,-520,300,167
1610,12210,-260,300,163
1611,12210,10,300,176
1612,12210,270,300,186
1613,12210,540,300,162
1614,12210,800,300,158
1615,12210,1070,300,167
1616,12210,1340,300,151
1617,12210,1600,300,153
1618,12210,1870,300,161
1619,12210,2130,300,174
1620,12210,2400,300,151
1621,12210,2660,300,159
1622,12210,2930,300,149
1623,12210,3190,300,153
1624,12210,3460,300,152
1625,12210,3720,300,153
1626,12210,3990,300,156
1627,12210,4260,300,159
1628,12210,4520,300,159
1629,12210,4790,300,154
1630,12210,5050,300,156
1631,12210,5320,300,156
1632,12210,5580,300,150
1633,12210,5850,300,151
1634,12210,6110,300,151
1635,12210,6380,300,169
1636,12210,6640,300,169
1637,12210,6910,300,167
1638,12210,7180,300,167
1639,12210,7440,300,167
1640,12210,7710,300,162
1641,12210,7970,300,165
1642,12210,8240,300,162
1643,12210,8500,300,163
1644,12210,8770,300,164
1645,12210,9030,300,169
1646,12480,-2910,300,170
1647,12480,-2650,300,166
1648,12480,-2380,300,167
1649,12480,-2120,300,188
1650,12480,-1850,300,195
1651,12480,-1580,300,178
1652,12480,-1320,300,200
1653,12480,-1050,300,200
1654,12480,-790,300,170
1655,12480,-520,300,163
1656,12480,-260,300,174
1657,12480,10,300,162
1658,12480,270,300,169
1659,12480,540,300,170
1660,12480,800,300,160
1661,12480,1070,300,159
1662,12480,1340,300,155
1663,12480,1600,300,163
1664,12480,1870,300,160
1665,12480,2130,300,153
1666,12480,2400,300,165
1667,12480,2660,300,159
1668,12480,2930,300,160
1669,12480,3190,300,174
1670,12480,3460,300,159
1671,12480,3730,300,156
1672,12480,3990,300,156
1673,12480,4260,300,157
1674,12480,4520,300,165
1675,12480,4790,300,157
1676,12480,5050,300,155
1677,12480,5320,300,162
1678,12480,5580,300,152
1679,12480,5850,300,152
1680,12480,6110,300,153
1681,12480,6380,300,159
1682,12480,6640,300,190
1683,12480,6910,300,168
1684,12480,7180,300,172
1685,12480,7440,300,169
1686,12480,7710,300,168
1687,12480,7970,300,164
1688,12480,8240,300,163
1689,12480,8500,300,165
1690,12480,8770,300,163
1691,12480,9030,300,163
1692,12740,-2910,300,171
1693,12740,-2650,300,190
1694,12740,-2380,300,175
1695,12740,-2110,300,177
1696,12740,-1850,300,179
1697,12740,-1580,300,168
1698,12740,-1320,300,190
1699,12740,-790,300,165
1700,12740,-520,300,174
1701,12740,-260,300,197
1702,12740,10,300,169
1703,12740,270,300,170
1704,12740,540,300,160
1705,12740,810,300,168
1706,12740,1070,300,181
1707,12740,1340,300,163
1708,12740,1600,300,156
1709,12740,1870,300,157
1710,12740,2130,300,162
1711,12740,2400,300,152
1712,12740,2660,300,157
1713,12740,2930,300,156
1714,12740,3200,300,155
1715,12740,3460,300,152
1716,12740,3730,300,153
1717,12740,3990,300,152
1718,12740,4260,300,156
1719,12740,4520,300,157
1720,12740,4790,300,160
1721,12740,5050,300,158
1722,12740,5320,300,153
1723,12740,5580,300,155
1724,12740,5850,300,152
1725,12740,6110,300,153
1726,12740,6380,300,158
1727,12740,6640,300,164
1728,12740,6910,300,168
1729,12740,7180,300,164
1730,12740,7440,300,165
1731,12740,7710,300,167
1732,12740,7970,300,168
1733,12740,8240,300,167
1734,12740,8500,300,163
1735,12740,8770,300,167
1736,12740,9030,300,156
1737,12740,9300,300,158
1738,12750,-1050,300,178
1739,13010,-2910,300,160
1740,13010,-2650,300,171
1741,13010,-2380,300,207
1742,13010,-2110,300,177
1743,13010,-1850,300,166
1744,13010,-1580,300,178
1745,13010,-1320,300,201
1746,13010,-1050,300,171
1747,13010,-790,300,158
1748,13010,-520,300,165
1749,13010,-260,300,161
1750,13010,10,300,174
1751,13010,270,300,164
1752,13010,540,300,167
1753,13010,800,300,161
1754,13010,1070,300,164
1755,13010,1340,300,163
1756,13010,1600,300,157
1757,13010,1870,300,158
1758,13010,2130,300,153
1759,13010,2400,300,154
1760,13010,2660,300,153
1761,13010,2930,300,158
1762,13010,3200,300,163
1763,13010,3460,300,152
1764,13010,3730,300,156
1765,13010,3990,300,150
1766,13010,4260,300,156
1767,13010,4520,300,156
1768,13010,4790,300,159
1769,13010,5050,300,170
1770,13010,5320,300,154
1771,13010,5580,300,161
1772,13010,5850,300,156
1773,13010,6110,300,154
1774,13010,6380,300,151
1775,13010,6650,300,152
1776,13010,6910,300,178
1777,13010,7180,300,163
1778,13010,7440,300,167
1779,13010,7710,300,166
1780,13010,7970,300,159
1781,13010,8240,300,163
1782,13010,8500,300,162
1783,13010,8770,300,162
1784,13010,9030,300,161
1785,13010,9300,300,162
1786,13270,-1850,300,156
1787,13270,-1050,300,162
1788,13270,-790,300,150
1789,13270,-520,300,182
1790,13270,-260,300,166
1791,13270,270,300,177
1792,13270,800,300,168
1793,13270,1070,300,163
1794,13270,1340,300,158
1795,13270,1600,300,165
1796,13270,2400,300,160
1797,13270,2660,300,156
1798,13270,3190,300,143
1799,13270,3460,300,163
1800,13270,3990,300,203
1801,13270,4250,300,167
1802,13270,4520,300,155
1803,13270,4790,300,159
1804,13270,5050,300,158
1805,13270,5590,300,151
1806,13270,5850,300,157
1807,13270,6110,300,151
1808,13270,6380,300,152
1809,13270,6910,300,167
1810,13270,7180,300,166
1811,13270,7970,300,158
1812,13270,8240,300,163
1813,13270,8500,300,159
1814,13270,8770,300,160
1815,13270,9030,300,159
1816,13280,-2910,300,180
1817,13280,-2650,300,206
1818,13280,-2380,300,205
1819,13280,-2120,300,207
1820,13280,-1580,300,196
1821,13280,-1320,300,188
1822,13280,10,300,188
1823,13280,540,300,158
1824,13280,1870,300,157
1825,13280,2130,300,162
1826,13280,2930,300,158
1827,13280,3720,300,165
1828,13280,5320,300,156
1829,13280,6650,300,153
1830,13280,7440,300,164
1831,13280,7710,300,164
1832,13280,9300,300,160
1833,13540,-2910,300,184
1834,13540,-2650,300,168
1835,13540,-2380,300,182
1836,13540,-2110,300,192
1837,13540,-1850,300,189
1838,13540,-1580,300,186
1839,13540,-1320,300,169
1840,13540,-1050,300,196
1841,13540,-790,300,193
1842,13540,-520,300,180
1843,13540,-260,300,173
1844,13540,10,300,170
1845,13540,270,300,187
1846,13540,540,300,170
1847,13540,800,300,158
1848,13540,1070,300,160
1849,13540,1340,300,167
1850,13540,1600,300,156
1851,13540,1870,300,159
1852,13540,2130,300,162
1853,13540,2400,300,171
1854,13540,2660,300,155
1855,13540,2930,300,158
1856,13540,3190,300,150
1857,13540,3460,300,207
1858,13540,3730,300,186
1859,13540,3990,300,193
1860,13540,4250,300,165
1861,13540,4520,300,158
1862,13540,4790,300,159
1863,13540,5050,300,160
1864,13540,5320,300,151
1865,13540,5580,300,156
1866,13540,5850,300,154
1867,13540,6110,300,153
1868,13540,6380,300,154
1869,13540,6650,300,155
1870,13540,6910,300,164
1871,13540,7180,300,162
1872,13540,7440,300,166
1873,13540,7710,300,162
1874,13540,7970,300,166
1875,13540,8240,300,163
1876,13540,8500,300,164
1877,13540,8770,300,159
1878,13540,9030,300,160
1879,13540,9300,300,160
1880,13540,9560,300,163
1881,13800,-1850,300,209
1882,13800,-790,300,173
1883,13800,800,300,161
1884,13800,1070,300,163
1885,13800,1870,300,162
1886,13800,2400,300,156
1887,13810,-2910,300,202
1888,13810,-2650,300,174
1889,13810,-2380,300,179
1890,13810,-2110,300,193
1891,13810,-1580,300,205
1892,13810,-1320,300,200
1893,13810,-1050,300,202
1894,13810,-520,300,170
1895,13810,-260,300,173
1896,13810,10,300,165
1897,13810,270,300,162
1898,13810,540,300,164
1899,13810,1340,300,159
1900,13810,1600,300,157
1901,13810,2130,300,158
1902,13810,2660,300,161
1903,13810,2930,300,156
1904,13810,3190,300,147
1905,13810,3460,300,184
1906,13810,3720,300,187
1907,13810,3990,300,177
1908,13810,4260,300,177
1909,13810,4520,300,160
1910,13810,4790,300,161
1911,13810,5050,300,151
1912,13810,5320,300,158
1913,13810,5580,300,156
1914,13810,5850,300,155
1915,13810,6110,300,153
1916,13810,6380,300,153
1917,13810,6640,300,148
1918,13810,6910,300,162
1919,13810,7180,300,166
1920,13810,7440,300,165
1921,13810,7710,300,156
1922,13810,7970,300,159
1923,13810,8240,300,163
1924,13810,8500,300,163
1925,13810,8770,300,162
1926,13810,9030,300,166
1927,13810,9300,300,164
1928,13810,9560,300,160
1929,14070,-2910,300,171
1930,14070,-2650,300,176
1931,14070,-2380,300,167
1932,14070,-2110,300,173
1933,14070,-1850,300,177
1934,14070,-1580,300,182
1935,14070,-1320,300,180
1936,14070,-1050,300,180
1937,14070,-790,300,157
1938,14070,-520,300,167
1939,14070,-260,300,177
1940,14070,10,300,172
1941,14070,280,300,170
1942,14070,540,300,161
1943,14070,800,300,159
1944,14070,1070,300,157
1945,14070,1340,300,153
1946,14070,1600,300,154
1947,14070,1870,300,164
1948,14070,2130,300,155
1949,14070,2400,300,161
1950,14070,2660,300,161
1951,14070,2930,300,159
1952,14070,3190,300,149
1953,14070,3460,300,152
1954,14070,3730,300,190
1955,14070,3990,300,178
1956,14070,4260,300,169
1957,14070,4520,300,163
1958,14070,4790,300,154
1959,14070,5050,300,154
1960,14070,5320,300,156
1961,14070,5580,300,156
1962,14070,5850,300,154
1963,14070,6110,300,155
1964,14070,6380,300,149
1965,14070,6650,300,154
1966,14070,6910,300,168
1967,14070,7180,300,163
1968,14070,7440,300,166
1969,14070,7710,300,165
1970,14070,7970,300,168
1971,14070,8240,300,161
1972,14070,8500,300,160
1973,14070,8770,300,162
1974,14070,9030,300,166
1975,14070,9300,300,162
1976,14340,-2910,300,165
1977,14340,-2650,300,205
1978,14340,-2380,300,188
1979,14340,-2110,300,192
1980,14340,-1850,300,186
1981,14340,-1580,300,188
1982,14340,-1320,300,183
1983,14340,-1050,300,193
1984,14340,-790,300,181
1985,14340,-520,300,167
1986,14340,-260,300,188
1987,14340,10,300,179
1988,14340,280,300,184
1989,14340,540,300,178
1990,14340,800,300,173
1991,14340,1070,300,166
1992,14340,1340,300,157
1993,14340,1600,300,154
1994,14340,1870,300,149
1995,14340,2130,300,163
1996,14340,2400,300,161
1997,14340,2660,300,154
1998,14340,2930,300,156
1999,14340,3190,300,153
2000,14340,3460,300,150
2001,14340,3730,300,155
2002,14340,3990,300,155
2003,14340,4260,300,153
2004,14340,4520,300,158
2005,14340,4790,300,156
2006,14340,5050,300,156
2007,14340,5320,300,161
2008,14340,5580,300,150
2009,14340,5850,300,150
2010,14340,6110,300,157
2011,14340,6380,300,156
2012,14340,6650,300,156
2013,14340,6910,300,190
2014,14340,7180,300,167
2015,14340,7440,300,167
2016,14340,7710,300,168
2017,14340,7970,300,169
2018,14340,8240,300,161
2019,14340,8500,300,165
2020,14340,8770,300,165
2021,14340,9030,300,158
2022,14340,9300,300,163
2023,14600,-2910,300,179
2024,14600,-2650,300,169
2025,14600,-2380,300,174
2026,14600,-2120,300,167
2027,14600,-1850,300,165
2028,14600,-1590,300,176
2029,14600,-1320,300,183
2030,14600,-1050,300,173
2031,14600,-790,300,189
2032,14600,-520,300,173
2033,14600,-260,300,186
2034,14600,10,300,162
2035,14600,270,300,167
2036,14600,540,300,176
2037,14600,810,300,161
2038,14600,1070,300,166
2039,14600,1340,300,159
2040,14600,1600,300,151
2041,14600,1870,300,161
2042,14600,2130,300,162
2043,14600,2400,300,160
2044,14600,2660,300,157
2045,14600,2930,300,156
2046,14600,3190,300,145
2047,14600,3460,300,152
2048,14600,3730,300,156
2049,14600,3990,300,156
2050,14600,4260,300,160
